MIST,40.5,41.0,41.5,41.27777777777777,41.18181818181818,41.42857142857143,39.666666666666664,44.0,36.0,37.0,
Diff,2.0249970589247823e-09,0.7368421073823015,0.42307692623670334,0.9920634978185703,0.18181819206817806,1.9285714483214278,2.666666703666664,44.0,36.0,37.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
BP,0,1,2,3,4,5,6,7,8,9,10
iBioSim,119.999999996,121.599999995807,123.1999999956,124.574999994809,125.355555548591,126.852941169009,128.619999991425,130.930769220698,131.054545442631,130.869999986913,131.79999998682
MIST,120.0,121.59999999999992,123.19999999999996,124.62000000000003,126.04761904761907,127.55000000000003,128.95263157894738,130.30555555555557,131.17333333333335,130.63846153846154,132.57692307692307
Diff,4.000000330961484e-09,4.192926894575066e-09,4.399964836920844e-09,0.04500000519102798,0.6920634990280661,0.6970588309910255,0.3326315875223713,0.6252136651424394,0.1187878907023503,0.23153844845145954,0.7769230901030539
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
BP,0,1,2,3,4,5,6,7,8,9,10
iBioSim,119.999999994,124.09999999409,128.193333324787,131.999999989846,135.719999986428,135.857142837735,133.766666644372,133.449999966637,137.1999999657,135.69999997286,135.999999966
MIST,120.0,124.09999999999995,128.19999999999996,132.13124999999997,135.1142857142857,135.2,136.35,134.73333333333332,135.33333333333331,136.55,135.0
Diff,5.999993391014868e-09,5.9099534155393485e-09,0.006666675212954942,0.13125001015396265,0.6057142721423077,0.657142837735023,2.5833333556279854,1.2833333666963256,1.8666666323666732,0.8500000271399983,0.9999999659999901
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
BP,0,1,2,3,4,5,6,7,8,9,10
iBioSim,119.999999996,121.599999995807,122.957142851288,124.066666659774,126.114285705278,127.576923067109,128.0999999817,130.383333311603,130.19999996745,131.999999956,133.833333288722
MIST,120.0,121.59999999999992,123.19999999999996,124.42857142857143,125.39999999999999,125.83333333333333,126.6,127.9,130.32000000000002,131.025,132.75
Diff,4.000000330961484e-09,4.192926894575066e-09,0.24285714871196262,0.36190476879743017,0.7142857052780016,1.7435897337756785,1.4999999817000003,2.4833333116029905,0.12000003255002412,0.9749999560000049,1.0833332887220024
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
BP,0,1,2,3,4,5,6,7,8,9,10
iBioSim,119.999999994,124.026315782946,128.11538460553,131.785714266888,135.79999996605,133.749999933125,130.6999998693,0,0,0,0
MIST,120.0,124.09999999999995,128.19999999999996,132.08333333333331,134.9636363636364,135.42857142857144,138.96666666666667,133.7,136.0,139.7,
Diff,5.999993391014868e-09,0.07368421705395178,0.08461539446994948,0.2976190664453213,0.8363636024135985,1.6785714954464481,8.266666797366668,133.7,136.0,139.7,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
CostThisYear,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,15.9999999994483,16.4999999994107,16.2499999993229,14.8888888880617,15.7058823520173,16.8666666655422,18.6153846139527,19.363636361876,20.29999999797,20.29999999797
MIST,0.0,16.0,16.5,16.4,16.61904761904762,17.1,17.42105263157895,17.72222222222222,17.466666666666665,20.69230769230769,19.384615384615383
Diff,0.0,5.516991308240904e-10,5.892992760436755e-10,0.15000000067709962,1.73015873098592,1.3941176479827018,0.5543859660367474,0.8931623917304776,1.8969696952093358,0.3923076943376884,0.9153846133546182
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
CostThisYear,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,40.9999999980476,41.4666666639022,40.9999999968462,40.79999999592,42.2857142796735,45.9999999923333,41.499999989625,37.499999990625,40.9999999918,40.499999989875
MIST,0.0,41.0,41.5,41.43750000000001,41.78571428571429,44.4,44.75,45.0,42.666666666666664,33.5,39.5
Diff,0.0,1.952400907612173e-09,0.03333333609779743,0.4375000031538079,0.985714289794295,2.1142857203264995,1.2499999923333007,3.500000010374997,5.166666676041665,7.499999991800003,0.9999999898750005
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
CostThisYear,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,15.9999999994483,15.2857142849864,14.5555555547469,16.7857142845153,17.1538461525266,15.9999999977143,17.8333333303611,16.2499999959375,17.3333333275556,18.3333333272222
MIST,0.0,16.0,16.5,15.761904761904763,15.0,13.666666666666666,13.5,14.285714285714286,16.4,16.25,17.25
Diff,0.0,5.516991308240904e-10,1.2142857150136006,1.2063492071578619,1.7857142845153007,3.4871794858599348,2.4999999977142995,3.5476190446468134,0.15000000406249825,1.0833333275556,1.0833333272221992
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
CostThisYear,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,40.2631578926177,41.0769230737633,40.2857142799592,40.99999998975,44.49999997775,46.999999953,0,0,0,0
MIST,0.0,41.0,41.5,41.27777777777777,42.09090909090909,44.285714285714285,39.666666666666664,54.0,36.0,37.0,
Diff,0.0,0.7368421073823015,0.42307692623670334,0.9920634978185703,1.0909091011590917,0.21428569203571612,7.333333286333335,54.0,36.0,37.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
Cost,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,15.9999999994483,31.9999999988571,45.7499999980937,53.5555555525802,68.5294117606747,86.1999999942533,109.307692299284,120.545454534496,130.69999998693,150.9999999849
MIST,0.0,16.0,32.0,46.20000000000001,60.47619047619048,75.49999999999999,89.5263157894737,103.05555555555554,111.73333333333333,131.76923076923077,151.15384615384616
Diff,0.0,5.516991308240904e-10,1.1429008850427635e-09,0.45000000190631084,6.9206349236102795,6.970588239325281,3.3263157952203954,6.252136743728457,8.812121201162668,1.0692307823007638,0.15384616894615988
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
Cost,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,40.9999999980476,81.9333333278711,119.999999990769,157.19999998428,189.999999972857,229.333333295111,244.499999938875,281.9999999295,310.9999999378,352.499999911875
MIST,0.0,41.0,82.0,121.31250000000001,159.0,196.0,246.0,257.3333333333333,300.0,275.5,315.0
Diff,0.0,1.952400907612173e-09,0.06666667212890331,1.312500009231016,1.800000015720002,6.000000027142988,16.666666704888996,12.833333394458322,18.000000070499993,35.4999999378,37.49999991187502
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
Cost,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,15.9999999994483,29.5714285700204,40.6666666644074,61.1428571384898,75.7692307634024,80.9999999884286,103.833333316028,101.9999999745,119.99999996,138.333333287222
MIST,0.0,16.0,32.0,44.28571428571429,54.0,58.333333333333336,66.0,79.0,103.2,110.25,127.5
Diff,0.0,5.516991308240904e-10,2.4285714299795984,3.6190476213068905,7.142857138489802,17.43589743006907,14.999999988428598,24.833333316028003,1.2000000255000032,9.749999959999997,10.83333328722199
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
Cost,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,40.2631578926177,81.1538461476035,117.857142840306,157.9999999605,192.49999990375,216.999999783,0,0,0,0
MIST,0.0,41.0,82.0,120.83333333333333,159.63636363636363,201.42857142857142,226.33333333333334,302.0,270.0,307.0,
Diff,0.0,0.7368421073823015,0.8461538523964975,2.9761904930273317,1.6363636758636346,8.928571524821422,9.33333355033335,302.0,270.0,307.0,0.0
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_young__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,19,10,7,5,4,3,2,1,2,1
MIST,30.0,19.0,12.0,8.0,5.0,5.0,4.0,3.0,3.0,2.0,1
Diff,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_young__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,26,18,15,13,9,9,8,8,6,6
MIST,30.0,23.0,18.0,17.0,13.0,10.0,8.0,8.0,9.0,8.0,8.0
Diff,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_young__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,21.5,14.7,11.1,8.6,6.8,5.6,5.5,5.1,4,3.9
MIST,30.0,21.300000000000001,15.699999999999999,12.699999999999999,9.8000000000000007,7.0,5.5999999999999996,5.0999999999999996,5.2000000000000002,4.7000000000000002,3.3999999999999999
Diff,0.0,0.1999999999999993,1.0,1.5999999999999996,1.200000000000001,0.20000000000000018,0.0,0.40000000000000036,0.10000000000000053,0.7000000000000002,0.5
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_young__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.06827894099848,2.40601099101581,2.42441287279576,2.7968235951204,1.47572957474524,1.89736659610103,1.64991582276861,1.85292561462497,1.56347191994114,1.66332999331662
MIST,0.0,1.3374935098492586,1.7669811040931427,2.4517567397911058,2.3944379994757292,1.9436506316151001,1.5776212754932311,2.0248456731316584,2.0976176963403033,2.0027758514399734,1.837873166945363
Diff,0.0,0.7307854311492212,0.6390298869226674,0.027343866995345856,0.4023855956446707,0.4679210568698602,0.3197453206077989,0.3749298503630485,0.2446920817153333,0.4393039314988334,0.17454317362874305
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_old__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,7,2,2,1,1,1,1,1,1,1
MIST,20.0,7.0,2.0,2.0,1.0,1,1.0,0,0,0,0
Diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_old__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,14,9,6,4,3,4,2,1,2,2
MIST,20.0,12.0,7.0,7.0,5.0,4.0,3.0,5.0,2,2,1
Diff,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_old__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,10.6,5.9,4,2.4,2.125,2.14285714285714,1.375,1,1.5,1.2
MIST,20.0,9.5999999999999996,5.4000000000000004,4.4000000000000004,2.8999999999999999,2.7000000000000002,1.6000000000000001,1.2,0.80000000000000004,0.5,0.20000000000000001
Diff,0.0,1.0,0.5,0.40000000000000036,0.5,0.5750000000000002,0.54285714285714,0.17500000000000004,0.19999999999999996,1.0,1.0
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_old__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.31900361745681,2.51440295541948,1.15470053837925,1.17378779077727,0.83452296039628,1.3451854182691,0.517549169506766,0,0.547722557505166,0.447213595499958
MIST,0.0,1.776388345929897,1.429840705968481,1.3498971154211057,1.4491376746189437,1.0593499054713802,0.69920589878010109,1.4757295747452437,0.63245553203367588,0.70710678118654757,0.42163702135578396
Diff,0.0,0.542615271526913,1.084562249450999,0.19519657704185578,0.2753498838416737,0.22482694507510015,0.645979519488999,0.9581804052384777,0.6324555320336759,0.1593842236813816,0.025576574144174025
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_young__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,15,9,5,4,3,1,1,1,1,1
MIST,30.0,13.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,0,1
Diff,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_young__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,21,19,11,8,8,7,5,3,3,3
MIST,30.0,21.0,15.0,9.0,9.0,8.0,7.0,6.0,5,3,5
Diff,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_young__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,18.2,12.1,8.1,5.8,5.6,4,2.9,2,1.875,1.66666666666667
MIST,30.0,17.699999999999999,10.699999999999999,7.2000000000000002,5.2999999999999998,4.7000000000000002,3.6000000000000001,2.8999999999999999,2.6000000000000001,1.8999999999999999,1.7
Diff,0.0,0.5,1.4000000000000004,0.8999999999999995,0.5,0.8999999999999995,0.3999999999999999,0.0,0.6000000000000001,0.02499999999999991,0.033333333333329884
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_young__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.25092573548455,3.31494930412049,1.91195071996,1.31656117720877,1.64654520469713,1.88561808316413,1.3703203194063,0.866025403784439,0.991031208965115,0.816496580927726
MIST,0.0,2.7100635498903793,2.7100635498903793,1.4757295747452437,1.9465068427541912,1.9465068427541912,1.505545305418162,1.5238839267549948,1.3498971154211059,0.99442892601175326,1.3374935098492586
Diff,0.0,0.4591378144058291,0.6048857542301107,0.4362211452147564,0.6299456655454212,0.2999616380570611,0.38007277774596804,0.1535636073486948,0.48387171163666687,0.003397717046638271,0.5209969289215326
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_old__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,4,2,1,1,1,1,1,1,2,0
MIST,20.0,3.0,1.0,0,0,0,0,0,0,0,0
Diff,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_old__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,9,7,6,3,3,2,2,1,2,0
MIST,20.0,9.0,6.0,5.0,4.0,2,2,1,1,1,1
Diff,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_old__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,6.4,4.6,2.625,1.77777777777778,1.57142857142857,1.2,1.25,1,2,0
MIST,20.0,5.7999999999999998,3.6000000000000001,2.6000000000000001,1.6000000000000001,0.69999999999999996,0.66666666666666663,0.1111111111111111,0.33333333333333331,0.40000000000000002,0.40000000000000002
Diff,0.0,0.6000000000000005,0.9999999999999996,0.02499999999999991,0.1777777777777798,0.8714285714285701,0.5333333333333333,1.1388888888888888,0.6666666666666667,1.6,0.4
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_old__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,1.89736659610103,1.42984070596848,1.84681192483541,0.666666666666667,0.786795792469443,0.447213595499958,0.5,NA,NA,0
MIST,0.0,2.2509257354845511,1.7763883459298973,1.7126976771553504,1.1737877907772674,0.82327260234856459,0.8660254037844386,0.33333333333333331,0.51639777949432231,0.54772255750516619,0.54772255750516619
Diff,0.0,0.3535591393835211,0.34654763996141735,0.13411424768005964,0.5071211241106004,0.03647680987912161,0.4188118082844806,0.16666666666666669,0.5163977794943223,0.5477225575051662,0.5477225575051662
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_young__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,3,9,8,7,8,5,4,4,4,2
MIST,0.0,5.0,9.0,6.0,6.0,8.0,7.0,4.0,0.0,1.0,1.0
Diff,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,3.0,1.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_young__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,10,15,15,14,14,12,9,8,9,6
MIST,0.0,10.0,16.0,14.0,15.0,14.0,12.0,10.0,8.0,7,7.0
Diff,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_young__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,7,12.1,12.3,10.8,9.9,8.8,6.3,5.9,5.8,4.5
MIST,0.0,7.5,10.699999999999999,9.9000000000000004,9.9000000000000004,10.300000000000001,9.1999999999999993,7.4000000000000004,4.9000000000000004,4.5999999999999996,4.5
Diff,0.0,0.5,1.4000000000000004,2.4000000000000004,0.9000000000000004,0.40000000000000036,0.3999999999999986,1.1000000000000005,1.0,1.2000000000000002,0.0
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_young__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2,2.23358207570013,2.11081869319834,2.5298221281347,1.96920739836559,2.20100986922922,1.63639169448448,1.44913767461894,1.3984117975602,1.08012344973464
MIST,0.0,1.4337208778404378,2.2135943621178655,2.5582111805799861,2.6853512081497111,2.0027758514399734,1.7511900715418263,1.8973665961010275,2.4244128727957577,2.3664319132398464,1.8408935028645435
Diff,0.0,0.5662791221595622,0.019987713582264366,0.44739248738164594,0.1555290800150111,0.033568453074383386,0.4498197976873939,0.26097490161654746,0.9752751981768177,0.9680201156796464,0.7607700531299035
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_old__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,6,7,6,4,4,2,1,1,1,1
MIST,0.0,8.0,6.0,4.0,5.0,2.0,2,1,1,1,0
Diff,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_old__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,14,13,12,10,8,7,7,5,3,4
MIST,0.0,14.0,14.0,12.0,9.0,7.0,7.0,4,4,3,3
Diff,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_old__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,10,10.3,8.4,7,5.4,3.7,2.7,2.875,1.625,1.75
MIST,0.0,10.699999999999999,10.699999999999999,8.5999999999999996,7.0999999999999996,4.5999999999999996,3.7000000000000002,2.7000000000000002,2.5,1.8999999999999999,1.3999999999999999
Diff,0.0,0.6999999999999993,0.3999999999999986,0.1999999999999993,0.09999999999999964,0.8000000000000007,0.0,0.0,0.375,0.2749999999999999,0.3500000000000001
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_old__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.35702260395516,1.88856206322871,1.71269767715535,1.82574185835055,1.50554530541816,1.76698110409314,1.76698110409314,1.5526475085203,0.916125381312904,1.03509833901353
MIST,0.0,1.70293863659264,2.1108186931983419,1.9550504398153572,1.4491376746189437,1.505545305418162,1.3374935098492586,1.0593499054713802,0.97182531580755005,0.73786478737262184,0.96609178307929577
Diff,0.0,0.6540839673625198,0.22225662996963202,0.24235276266000727,0.3766041837316063,1.9984014443252818e-15,0.4294875942438814,0.7076311986217598,0.5808221927127499,0.17826059394028215,0.06900655593423421
,,,,,,,,,,,
Stat,Min,Repetitions,10,Stratification,_young__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,6,6,8,4,2,2,2,2,1,1
MIST,0.0,8.0,9.0,8.0,3.0,4.0,2,1.0,1.0,0.0,0
Diff,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,
Stat,Max,Repetitions,10,Stratification,_young__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,13,15,15,12,8,6,5,5,4,4
MIST,0.0,14.0,17.0,14.0,12.0,8.0,7.0,6.0,5.0,4,5
Diff,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,,,,
Stat,Mean,Repetitions,10,Stratification,_young__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,10.2,11.3,10.9,8.1,5.4,4.1,3.5,3.4,2.5,2.11111111111111
MIST,0.0,10.6,12.6,10.199999999999999,7.7999999999999998,6.0999999999999996,4.7000000000000002,4.0999999999999996,2.6000000000000001,1.8999999999999999,1.5
Diff,0.0,0.40000000000000036,1.299999999999999,0.7000000000000011,0.2999999999999998,0.6999999999999993,0.6000000000000005,0.5999999999999996,0.7999999999999998,0.6000000000000001,0.6111111111111098
,,,,,,,,,,,
Stat,STD,Repetitions,10,Stratification,_young__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
